obs_id,session,trip_direction,bus_company,scenario_id,policy,signal_pattern,traffic_condition,crowding_level,stop_sequence,stop_key,stop_label,coordinates,stop_kind,arrived_at_stop_time,dwell_at_stop_s,departed_stop_time,leg_travel_before_stop_s,stop_timeline_source
1,Morning Session,wm_to_rb,San Agustin,I_001,partial_informal,R-R,Light,Medium,4,villa_verde,Villa Verde (formal),"14.314900, 120.945000",formal,06:05:58,16.7,06:06:14,8.1,schedule_aligned_to_uxsim_e2e
1,Morning Session,wm_to_rb,San Agustin,I_001,partial_informal,R-R,Light,Medium,5,rkp_trading,RKP Trading Corporation (formal),"14.303230, 120.954053",formal,06:08:50,16.7,06:09:06,156.8,schedule_aligned_to_uxsim_e2e
1,Morning Session,wm_to_rb,San Agustin,I_001,partial_informal,R-R,Light,Medium,6,pala_pala,Pala-Pala Intersection Signal,"14.302125, 120.954055",signal,06:09:17,180.0,06:12:17,11.1,schedule_aligned_to_uxsim_e2e
1,Morning Session,wm_to_rb,San Agustin,I_001,partial_informal,R-R,Light,Medium,7,robinsons,Robinson Place Dasmariñas (formal bus stop),"14.300037, 120.954412",terminal_formal,06:12:47,39.1,06:13:26,30.5,schedule_aligned_to_uxsim_e2e
1,Morning Session,wm_to_rb,San Agustin,I_101,partial_informal,G-G,Light,Medium,0,waltermart,Waltermart Dasmariñas (formal bus stop),"14.324939, 120.940955",terminal_formal,06:02:00,32.0,06:02:32,0.0,schedule_aligned_to_uxsim_e2e
1,Morning Session,wm_to_rb,San Agustin,I_101,partial_informal,G-G,Light,Medium,1,rcbc,RCBC Bank (informal),"14.322737, 120.941631",informal,06:03:06,16.7,06:03:22,34.2,schedule_aligned_to_uxsim_e2e
1,Morning Session,wm_to_rb,San Agustin,I_101,partial_informal,G-G,Light,Medium,2,waltermart_int,Waltermart Dasmariñas Intersection Signal,"14.322364, 120.941649",signal,06:03:30,83.2,06:04:53,8.1,schedule_aligned_to_uxsim_e2e
1,Morning Session,wm_to_rb,San Agustin,I_101,partial_informal,G-G,Light,Medium,3,vista_mall,Vista Mall Dasmariñas (formal),"14.316870, 120.944150",formal,06:05:58,16.7,06:06:14,65.2,schedule_aligned_to_uxsim_e2e
1,Morning Session,wm_to_rb,San Agustin,I_101,partial_informal,G-G,Light,Medium,4,villa_verde,Villa Verde (formal),"14.314900, 120.945000",formal,06:06:22,16.7,06:06:38,8.1,schedule_aligned_to_uxsim_e2e
1,Morning Session,wm_to_rb,San Agustin,I_101,partial_informal,G-G,Light,Medium,5,rkp_trading,RKP Trading Corporation (formal),"14.303230, 120.954053",formal,06:09:14,16.7,06:09:30,156.9,schedule_aligned_to_uxsim_e2e
1,Morning Session,wm_to_rb,San Agustin,I_101,partial_informal,G-G,Light,Medium,6,pala_pala,Pala-Pala Intersection Signal,"14.302125, 120.954055",signal,06:09:41,83.2,06:11:04,11.1,schedule_aligned_to_uxsim_e2e
1,Morning Session,wm_to_rb,San Agustin,I_101,partial_informal,G-G,Light,Medium,7,robinsons,Robinson Place Dasmariñas (formal bus stop),"14.300037, 120.954412",terminal_formal,06:11:34,39.1,06:12:13,30.5,schedule_aligned_to_uxsim_e2e
1,Morning Session,wm_to_rb,San Agustin,I_101,partial_informal,G-R,Light,Medium,0,waltermart,Waltermart Dasmariñas (formal bus stop),"14.324939, 120.940955",terminal_formal,06:02:00,32.0,06:02:31,0.0,schedule_aligned_to_uxsim_e2e
1,Morning Session,wm_to_rb,San Agustin,I_101,partial_informal,G-R,Light,Medium,1,rcbc,RCBC Bank (informal),"14.322737, 120.941631",informal,06:03:05,16.7,06:03:21,34.2,schedule_aligned_to_uxsim_e2e
1,Morning Session,wm_to_rb,San Agustin,I_101,partial_informal,G-R,Light,Medium,2,waltermart_int,Waltermart Dasmariñas Intersection Signal,"14.322364, 120.941649",signal,06:03:29,83.2,06:04:52,8.1,schedule_aligned_to_uxsim_e2e
1,Morning Session,wm_to_rb,San Agustin,I_101,partial_informal,G-R,Light,Medium,3,vista_mall,Vista Mall Dasmariñas (formal),"14.316870, 120.944150",formal,06:05:57,16.7,06:06:13,65.2,schedule_aligned_to_uxsim_e2e
1,Morning Session,wm_to_rb,San Agustin,I_101,partial_informal,G-R,Light,Medium,4,villa_verde,Villa Verde (formal),"14.314900, 120.945000",formal,06:06:21,16.7,06:06:37,8.1,schedule_aligned_to_uxsim_e2e
1,Morning Session,wm_to_rb,San Agustin,I_101,partial_informal,G-R,Light,Medium,5,rkp_trading,RKP Trading Corporation (formal),"14.303230, 120.954053",formal,06:09:13,16.7,06:09:29,156.8,schedule_aligned_to_uxsim_e2e
1,Morning Session,wm_to_rb,San Agustin,I_101,partial_informal,G-R,Light,Medium,6,pala_pala,Pala-Pala Intersection Signal,"14.302125, 120.954055",signal,06:09:40,180.0,06:12:40,11.1,schedule_aligned_to_uxsim_e2e
1,Morning Session,wm_to_rb,San Agustin,I_101,partial_informal,G-R,Light,Medium,7,robinsons,Robinson Place Dasmariñas (formal bus stop),"14.300037, 120.954412",terminal_formal,06:13:10,39.1,06:13:49,30.5,schedule_aligned_to_uxsim_e2e
1,Morning Session,wm_to_rb,San Agustin,I_101,partial_informal,R-G,Light,Medium,0,waltermart,Waltermart Dasmariñas (formal bus stop),"14.324939, 120.940955",terminal_formal,06:02:00,32.0,06:02:31,0.0,schedule_aligned_to_uxsim_e2e
1,Morning Session,wm_to_rb,San Agustin,I_101,partial_informal,R-G,Light,Medium,1,rcbc,RCBC Bank (informal),"14.322737, 120.941631",informal,06:03:05,16.7,06:03:21,34.2,schedule_aligned_to_uxsim_e2e
1,Morning Session,wm_to_rb,San Agustin,I_101,partial_informal,R-G,Light,Medium,2,waltermart_int,Waltermart Dasmariñas Intersection Signal,"14.322364, 120.941649",signal,06:03:29,60.0,06:04:29,8.1,schedule_aligned_to_uxsim_e2e
1,Morning Session,wm_to_rb,San Agustin,I_101,partial_informal,R-G,Light,Medium,3,vista_mall,Vista Mall Dasmariñas (formal),"14.316870, 120.944150",formal,06:05:34,16.7,06:05:50,65.2,schedule_aligned_to_uxsim_e2e
1,Morning Session,wm_to_rb,San Agustin,I_101,partial_informal,R-G,Light,Medium,4,villa_verde,Villa Verde (formal),"14.314900, 120.945000",formal,06:05:58,16.7,06:06:14,8.1,schedule_aligned_to_uxsim_e2e
1,Morning Session,wm_to_rb,San Agustin,I_101,partial_informal,R-G,Light,Medium,5,rkp_trading,RKP Trading Corporation (formal),"14.303230, 120.954053",formal,06:08:50,16.7,06:09:06,156.8,schedule_aligned_to_uxsim_e2e
1,Morning Session,wm_to_rb,San Agustin,I_101,partial_informal,R-G,Light,Medium,6,pala_pala,Pala-Pala Intersection Signal,"14.302125, 120.954055",signal,06:09:17,83.2,06:10:40,11.1,schedule_aligned_to_uxsim_e2e
1,Morning Session,wm_to_rb,San Agustin,I_101,partial_informal,R-G,Light,Medium,7,robinsons,Robinson Place Dasmariñas (formal bus stop),"14.300037, 120.954412",terminal_formal,06:11:10,39.1,06:11:49,30.5,schedule_aligned_to_uxsim_e2e
1,Morning Session,wm_to_rb,San Agustin,I_101,partial_informal,R-R,Light,Medium,0,waltermart,Waltermart Dasmariñas (formal bus stop),"14.324939, 120.940955",terminal_formal,06:02:00,32.0,06:02:31,0.0,schedule_aligned_to_uxsim_e2e
1,Morning Session,wm_to_rb,San Agustin,I_101,partial_informal,R-R,Light,Medium,1,rcbc,RCBC Bank (informal),"14.322737, 120.941631",informal,06:03:05,16.7,06:03:21,34.2,schedule_aligned_to_uxsim_e2e
1,Morning Session,wm_to_rb,San Agustin,I_101,partial_informal,R-R,Light,Medium,2,waltermart_int,Waltermart Dasmariñas Intersection Signal,"14.322364, 120.941649",signal,06:03:29,60.0,06:04:29,8.1,schedule_aligned_to_uxsim_e2e
1,Morning Session,wm_to_rb,San Agustin,I_101,partial_informal,R-R,Light,Medium,3,vista_mall,Vista Mall Dasmariñas (formal),"14.316870, 120.944150",formal,06:05:34,16.7,06:05:50,65.2,schedule_aligned_to_uxsim_e2e
1,Morning Session,wm_to_rb,San Agustin,I_101,partial_informal,R-R,Light,Medium,4,villa_verde,Villa Verde (formal),"14.314900, 120.945000",formal,06:05:58,16.7,06:06:14,8.1,schedule_aligned_to_uxsim_e2e
1,Morning Session,wm_to_rb,San Agustin,I_101,partial_informal,R-R,Light,Medium,5,rkp_trading,RKP Trading Corporation (formal),"14.303230, 120.954053",formal,06:08:50,16.7,06:09:06,156.8,schedule_aligned_to_uxsim_e2e
1,Morning Session,wm_to_rb,San Agustin,I_101,partial_informal,R-R,Light,Medium,6,pala_pala,Pala-Pala Intersection Signal,"14.302125, 120.954055",signal,06:09:17,180.0,06:12:17,11.1,schedule_aligned_to_uxsim_e2e
1,Morning Session,wm_to_rb,San Agustin,I_101,partial_informal,R-R,Light,Medium,7,robinsons,Robinson Place Dasmariñas (formal bus stop),"14.300037, 120.954412",terminal_formal,06:12:47,39.1,06:13:26,30.5,schedule_aligned_to_uxsim_e2e
1,Morning Session,wm_to_rb,San Agustin,I_011,partial_informal,G-G,Light,Medium,0,waltermart,Waltermart Dasmariñas (formal bus stop),"14.324939, 120.940955",terminal_formal,06:02:00,32.0,06:02:32,0.0,schedule_aligned_to_uxsim_e2e
1,Morning Session,wm_to_rb,San Agustin,I_011,partial_informal,G-G,Light,Medium,1,rcbc,RCBC Bank (informal),"14.322737, 120.941631",informal,06:03:06,16.7,06:03:22,34.2,schedule_aligned_to_uxsim_e2e
1,Morning Session,wm_to_rb,San Agustin,I_011,partial_informal,G-G,Light,Medium,2,waltermart_int,Waltermart Dasmariñas Intersection Signal,"14.322364, 120.941649",signal,06:03:30,83.2,06:04:53,8.1,schedule_aligned_to_uxsim_e2e
1,Morning Session,wm_to_rb,San Agustin,I_011,partial_informal,G-G,Light,Medium,3,vista_mall,Vista Mall Dasmariñas (formal),"14.316870, 120.944150",formal,06:05:58,16.7,06:06:14,65.2,schedule_aligned_to_uxsim_e2e
1,Morning Session,wm_to_rb,San Agustin,I_011,partial_informal,G-G,Light,Medium,4,villa_verde,Villa Verde (formal),"14.314900, 120.945000",formal,06:06:22,16.7,06:06:38,8.1,schedule_aligned_to_uxsim_e2e
1,Morning Session,wm_to_rb,San Agustin,I_011,partial_informal,G-G,Light,Medium,5,rkp_trading,RKP Trading Corporation (formal),"14.303230, 120.954053",formal,06:09:14,16.7,06:09:30,156.9,schedule_aligned_to_uxsim_e2e
1,Morning Session,wm_to_rb,San Agustin,I_011,partial_informal,G-G,Light,Medium,6,pala_pala,Pala-Pala Intersection Signal,"14.302125, 120.954055",signal,06:09:41,83.2,06:11:04,11.1,schedule_aligned_to_uxsim_e2e
1,Morning Session,wm_to_rb,San Agustin,I_011,partial_informal,G-G,Light,Medium,7,robinsons,Robinson Place Dasmariñas (formal bus stop),"14.300037, 120.954412",terminal_formal,06:11:34,39.1,06:12:13,30.5,schedule_aligned_to_uxsim_e2e
1,Morning Session,wm_to_rb,San Agustin,I_011,partial_informal,G-R,Light,Medium,0,waltermart,Waltermart Dasmariñas (formal bus stop),"14.324939, 120.940955",terminal_formal,06:02:00,32.0,06:02:31,0.0,schedule_aligned_to_uxsim_e2e
1,Morning Session,wm_to_rb,San Agustin,I_011,partial_informal,G-R,Light,Medium,1,rcbc,RCBC Bank (informal),"14.322737, 120.941631",informal,06:03:05,16.7,06:03:21,34.2,schedule_aligned_to_uxsim_e2e
1,Morning Session,wm_to_rb,San Agustin,I_011,partial_informal,G-R,Light,Medium,2,waltermart_int,Waltermart Dasmariñas Intersection Signal,"14.322364, 120.941649",signal,06:03:29,83.2,06:04:52,8.1,schedule_aligned_to_uxsim_e2e
1,Morning Session,wm_to_rb,San Agustin,I_011,partial_informal,G-R,Light,Medium,3,vista_mall,Vista Mall Dasmariñas (formal),"14.316870, 120.944150",formal,06:05:57,16.7,06:06:13,65.2,schedule_aligned_to_uxsim_e2e
1,Morning Session,wm_to_rb,San Agustin,I_011,partial_informal,G-R,Light,Medium,4,villa_verde,Villa Verde (formal),"14.314900, 120.945000",formal,06:06:21,16.7,06:06:37,8.1,schedule_aligned_to_uxsim_e2e
1,Morning Session,wm_to_rb,San Agustin,I_011,partial_informal,G-R,Light,Medium,5,rkp_trading,RKP Trading Corporation (formal),"14.303230, 120.954053",formal,06:09:13,16.7,06:09:29,156.8,schedule_aligned_to_uxsim_e2e
1,Morning Session,wm_to_rb,San Agustin,I_011,partial_informal,G-R,Light,Medium,6,pala_pala,Pala-Pala Intersection Signal,"14.302125, 120.954055",signal,06:09:40,180.0,06:12:40,11.1,schedule_aligned_to_uxsim_e2e
1,Morning Session,wm_to_rb,San Agustin,I_011,partial_informal,G-R,Light,Medium,7,robinsons,Robinson Place Dasmariñas (formal bus stop),"14.300037, 120.954412",terminal_formal,06:13:10,39.1,06:13:49,30.5,schedule_aligned_to_uxsim_e2e
1,Morning Session,wm_to_rb,San Agustin,I_011,partial_informal,R-G,Light,Medium,0,waltermart,Waltermart Dasmariñas (formal bus stop),"14.324939, 120.940955",terminal_formal,06:02:00,32.0,06:02:31,0.0,schedule_aligned_to_uxsim_e2e
1,Morning Session,wm_to_rb,San Agustin,I_011,partial_informal,R-G,Light,Medium,1,rcbc,RCBC Bank (informal),"14.322737, 120.941631",informal,06:03:05,16.7,06:03:21,34.2,schedule_aligned_to_uxsim_e2e
1,Morning Session,wm_to_rb,San Agustin,I_011,partial_informal,R-G,Light,Medium,2,waltermart_int,Waltermart Dasmariñas Intersection Signal,"14.322364, 120.941649",signal,06:03:29,60.0,06:04:29,8.1,schedule_aligned_to_uxsim_e2e
1,Morning Session,wm_to_rb,San Agustin,I_011,partial_informal,R-G,Light,Medium,3,vista_mall,Vista Mall Dasmariñas (formal),"14.316870, 120.944150",formal,06:05:34,16.7,06:05:50,65.2,schedule_aligned_to_uxsim_e2e
1,Morning Session,wm_to_rb,San Agustin,I_011,partial_informal,R-G,Light,Medium,4,villa_verde,Villa Verde (formal),"14.314900, 120.945000",formal,06:05:58,16.7,06:06:14,8.1,schedule_aligned_to_uxsim_e2e
1,Morning Session,wm_to_rb,San Agustin,I_011,partial_informal,R-G,Light,Medium,5,rkp_trading,RKP Trading Corporation (formal),"14.303230, 120.954053",formal,06:08:50,16.7,06:09:06,156.8,schedule_aligned_to_uxsim_e2e
1,Morning Session,wm_to_rb,San Agustin,I_011,partial_informal,R-G,Light,Medium,6,pala_pala,Pala-Pala Intersection Signal,"14.302125, 120.954055",signal,06:09:17,83.2,06:10:40,11.1,schedule_aligned_to_uxsim_e2e
1,Morning Session,wm_to_rb,San Agustin,I_011,partial_informal,R-G,Light,Medium,7,robinsons,Robinson Place Dasmariñas (formal bus stop),"14.300037, 120.954412",terminal_formal,06:11:10,39.1,06:11:49,30.5,schedule_aligned_to_uxsim_e2e
1,Morning Session,wm_to_rb,San Agustin,I_011,partial_informal,R-R,Light,Medium,0,waltermart,Waltermart Dasmariñas (formal bus stop),"14.324939, 120.940955",terminal_formal,06:02:00,32.0,06:02:31,0.0,schedule_aligned_to_uxsim_e2e
1,Morning Session,wm_to_rb,San Agustin,I_011,partial_informal,R-R,Light,Medium,1,rcbc,RCBC Bank (informal),"14.322737, 120.941631",informal,06:03:05,16.7,06:03:21,34.2,schedule_aligned_to_uxsim_e2e
1,Morning Session,wm_to_rb,San Agustin,I_011,partial_informal,R-R,Light,Medium,2,waltermart_int,Waltermart Dasmariñas Intersection Signal,"14.322364, 120.941649",signal,06:03:29,60.0,06:04:29,8.1,schedule_aligned_to_uxsim_e2e
1,Morning Session,wm_to_rb,San Agustin,I_011,partial_informal,R-R,Light,Medium,3,vista_mall,Vista Mall Dasmariñas (formal),"14.316870, 120.944150",formal,06:05:34,16.7,06:05:50,65.2,schedule_aligned_to_uxsim_e2e
1,Morning Session,wm_to_rb,San Agustin,I_011,partial_informal,R-R,Light,Medium,4,villa_verde,Villa Verde (formal),"14.314900, 120.945000",formal,06:05:58,16.7,06:06:14,8.1,schedule_aligned_to_uxsim_e2e
1,Morning Session,wm_to_rb,San Agustin,I_011,partial_informal,R-R,Light,Medium,5,rkp_trading,RKP Trading Corporation (formal),"14.303230, 120.954053",formal,06:08:50,16.7,06:09:06,156.8,schedule_aligned_to_uxsim_e2e
1,Morning Session,wm_to_rb,San Agustin,I_011,partial_informal,R-R,Light,Medium,6,pala_pala,Pala-Pala Intersection Signal,"14.302125, 120.954055",signal,06:09:17,180.0,06:12:17,11.1,schedule_aligned_to_uxsim_e2e
1,Morning Session,wm_to_rb,San Agustin,I_011,partial_informal,R-R,Light,Medium,7,robinsons,Robinson Place Dasmariñas (formal bus stop),"14.300037, 120.954412",terminal_formal,06:12:47,39.1,06:13:26,30.5,schedule_aligned_to_uxsim_e2e
2,Lunch,rb_to_wm,San Agustin,I_100,partial_informal,G-G,Moderate,Low,0,korean_grocery,Informal stop (Korean grocery),"14.300720, 120.954320",informal,12:18:00,33.0,12:18:32,0.0,schedule_aligned_to_uxsim_e2e
2,Lunch,rb_to_wm,San Agustin,I_100,partial_informal,G-G,Moderate,Low,1,pala_pala,Pala-Pala Intersection Signal,"14.302125, 120.954055",signal,12:18:51,105.8,12:20:36,19.0,schedule_aligned_to_uxsim_e2e
2,Lunch,rb_to_wm,San Agustin,I_100,partial_informal,G-G,Moderate,Low,2,rkp_trading,RKP Trading Corporation (formal),"14.303230, 120.954053",formal,12:20:47,19.4,12:21:06,11.8,schedule_aligned_to_uxsim_e2e
2,Lunch,rb_to_wm,San Agustin,I_100,partial_informal,G-G,Moderate,Low,3,villa_verde,Villa Verde (formal),"14.314900, 120.945000",formal,12:25:06,19.4,12:25:25,240.9,schedule_aligned_to_uxsim_e2e
2,Lunch,rb_to_wm,San Agustin,I_100,partial_informal,G-G,Moderate,Low,4,vista_mall,Vista Mall Dasmariñas (formal),"14.316870, 120.944150",formal,12:25:33,19.4,12:25:52,8.6,schedule_aligned_to_uxsim_e2e
2,Lunch,rb_to_wm,San Agustin,I_100,partial_informal,G-G,Moderate,Low,5,waltermart_int,Waltermart Dasmariñas Intersection Signal,"14.322364, 120.941649",signal,12:27:24,105.8,12:29:09,92.1,schedule_aligned_to_uxsim_e2e
2,Lunch,rb_to_wm,San Agustin,I_100,partial_informal,G-G,Moderate,Low,6,waltermart,Waltermart Dasmariñas (formal bus stop),"14.324939, 120.940955",terminal_formal,12:29:52,33.0,12:30:24,43.2,schedule_aligned_to_uxsim_e2e
2,Lunch,rb_to_wm,San Agustin,I_100,partial_informal,G-R,Moderate,Low,0,korean_grocery,Informal stop (Korean grocery),"14.300720, 120.954320",informal,12:18:00,33.0,12:18:32,0.0,schedule_aligned_to_uxsim_e2e
2,Lunch,rb_to_wm,San Agustin,I_100,partial_informal,G-R,Moderate,Low,1,pala_pala,Pala-Pala Intersection Signal,"14.302125, 120.954055",signal,12:18:51,105.8,12:20:36,19.0,schedule_aligned_to_uxsim_e2e
2,Lunch,rb_to_wm,San Agustin,I_100,partial_informal,G-R,Moderate,Low,2,rkp_trading,RKP Trading Corporation (formal),"14.303230, 120.954053",formal,12:20:47,19.4,12:21:06,11.8,schedule_aligned_to_uxsim_e2e
2,Lunch,rb_to_wm,San Agustin,I_100,partial_informal,G-R,Moderate,Low,3,villa_verde,Villa Verde (formal),"14.314900, 120.945000",formal,12:25:06,19.4,12:25:25,240.9,schedule_aligned_to_uxsim_e2e
2,Lunch,rb_to_wm,San Agustin,I_100,partial_informal,G-R,Moderate,Low,4,vista_mall,Vista Mall Dasmariñas (formal),"14.316870, 120.944150",formal,12:25:33,19.4,12:25:52,8.6,schedule_aligned_to_uxsim_e2e
2,Lunch,rb_to_wm,San Agustin,I_100,partial_informal,G-R,Moderate,Low,5,waltermart_int,Waltermart Dasmariñas Intersection Signal,"14.322364, 120.941649",signal,12:27:24,74.8,12:28:38,92.1,schedule_aligned_to_uxsim_e2e
2,Lunch,rb_to_wm,San Agustin,I_100,partial_informal,G-R,Moderate,Low,6,waltermart,Waltermart Dasmariñas (formal bus stop),"14.324939, 120.940955",terminal_formal,12:29:21,33.0,12:29:53,43.2,schedule_aligned_to_uxsim_e2e
2,Lunch,rb_to_wm,San Agustin,I_100,partial_informal,R-G,Moderate,Low,0,korean_grocery,Informal stop (Korean grocery),"14.300720, 120.954320",informal,12:18:00,33.0,12:18:32,0.0,schedule_aligned_to_uxsim_e2e
2,Lunch,rb_to_wm,San Agustin,I_100,partial_informal,R-G,Moderate,Low,1,pala_pala,Pala-Pala Intersection Signal,"14.302125, 120.954055",signal,12:18:51,199.8,12:22:10,19.0,schedule_aligned_to_uxsim_e2e
2,Lunch,rb_to_wm,San Agustin,I_100,partial_informal,R-G,Moderate,Low,2,rkp_trading,RKP Trading Corporation (formal),"14.303230, 120.954053",formal,12:22:21,19.4,12:22:40,11.8,schedule_aligned_to_uxsim_e2e
2,Lunch,rb_to_wm,San Agustin,I_100,partial_informal,R-G,Moderate,Low,3,villa_verde,Villa Verde (formal),"14.314900, 120.945000",formal,12:26:40,19.4,12:26:59,240.9,schedule_aligned_to_uxsim_e2e
2,Lunch,rb_to_wm,San Agustin,I_100,partial_informal,R-G,Moderate,Low,4,vista_mall,Vista Mall Dasmariñas (formal),"14.316870, 120.944150",formal,12:27:07,19.4,12:27:26,8.6,schedule_aligned_to_uxsim_e2e
2,Lunch,rb_to_wm,San Agustin,I_100,partial_informal,R-G,Moderate,Low,5,waltermart_int,Waltermart Dasmariñas Intersection Signal,"14.322364, 120.941649",signal,12:28:58,105.8,12:30:43,92.1,schedule_aligned_to_uxsim_e2e
2,Lunch,rb_to_wm,San Agustin,I_100,partial_informal,R-G,Moderate,Low,6,waltermart,Waltermart Dasmariñas (formal bus stop),"14.324939, 120.940955",terminal_formal,12:31:26,33.0,12:31:58,43.2,schedule_aligned_to_uxsim_e2e
2,Lunch,rb_to_wm,San Agustin,I_100,partial_informal,R-R,Moderate,Low,0,korean_grocery,Informal stop (Korean grocery),"14.300720, 120.954320",informal,12:18:00,33.0,12:18:32,0.0,schedule_aligned_to_uxsim_e2e
2,Lunch,rb_to_wm,San Agustin,I_100,partial_informal,R-R,Moderate,Low,1,pala_pala,Pala-Pala Intersection Signal,"14.302125, 120.954055",signal,12:18:51,199.8,12:22:10,19.0,schedule_aligned_to_uxsim_e2e
2,Lunch,rb_to_wm,San Agustin,I_100,partial_informal,R-R,Moderate,Low,2,rkp_trading,RKP Trading Corporation (formal),"14.303230, 120.954053",formal,12:22:21,19.4,12:22:40,11.8,schedule_aligned_to_uxsim_e2e
2,Lunch,rb_to_wm,San Agustin,I_100,partial_informal,R-R,Moderate,Low,3,villa_verde,Villa Verde (formal),"14.314900, 120.945000",formal,12:26:40,19.4,12:26:59,240.9,schedule_aligned_to_uxsim_e2e
2,Lunch,rb_to_wm,San Agustin,I_100,partial_informal,R-R,Moderate,Low,4,vista_mall,Vista Mall Dasmariñas (formal),"14.316870, 120.944150",formal,12:27:07,19.4,12:27:26,8.6,schedule_aligned_to_uxsim_e2e
2,Lunch,rb_to_wm,San Agustin,I_100,partial_informal,R-R,Moderate,Low,5,waltermart_int,Waltermart Dasmariñas Intersection Signal,"14.322364, 120.941649",signal,12:28:58,74.8,12:30:12,92.1,schedule_aligned_to_uxsim_e2e
